"key";"en";"ru"
"Search your deck for Tetron or GigatronX, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for Tetron or GigatronX, reveal it and put it into your hand. Then, shuffle your deck.";""
"Search your deck for XXX basic card, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for XXX basic card, reveal it and put it into your hand. Then, shuffle your deck.";""
"Search your deck for XXX basic card, reveal it and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";"Search your deck for XXX basic card, reveal it and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";""
"Search your deck for XXX card, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for XXX card, reveal it and put it into your hand. Then, shuffle your deck.";""
"Search your deck for XXX cards and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";"Search your deck for XXX cards and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";""
"Search your deck for XXX cards, shuffle your deck, then put those cards into your discard pile.";"Search your deck for XXX cards, shuffle your deck, then put those cards into your discard pile.";""
"Search your deck for XXX cards, shuffle your deck, then put those cards on top of your deck.";"Search your deck for XXX cards, shuffle your deck, then put those cards on top of your deck.";""
"Search your deck for XXX evolution card, reveal it and put it into your hand. Then, shuffle your deck.";"Search your deck for XXX evolution card, reveal it and put it into your hand. Then, shuffle your deck.";""
"Search your deck for XXX evolution card, reveal it and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";"Search your deck for XXX evolution card, reveal it and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";""
"Search your deck for XXX evolution cards, reveal them and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";"Search your deck for XXX evolution cards, reveal them and put them into your hand. Then, shuffle your deck. Your opponent draws YYY card.";""
"Secondary Task";"Secondary Task";""
"Secondary Task:";"Secondary Task:";""
"Seedant";"Seedant";""
"Seems fair, but I don't have enough money.";"Seems fair, but I don't have enough money.";""
"Select";"Select";""
"Select Card To Sell";"Select Card To Sell";""
"Select Cards";"Select Cards";""
"Select Evolution card";"Select Evolution card";""
"Select Quantity";"Select Quantity";""
"Select Service";"Select Service";""
"Select XXX basic card from your discard pile and put it into your hand. Boost active elemental power of this card by the same elemental power of the selected card.";"Select XXX basic card from your discard pile and put it into your hand. Boost active elemental power of this card by the same elemental power of the selected card.";""
"Select XXX card";"Select XXX card";""
"Select XXX card from your discard pile and put it into your hand.";"Select XXX card from your discard pile and put it into your hand.";""
"Select XXX card to discard.";"Select XXX card to discard.";""
"Select XXX cards";"Select XXX cards";""
"Select XXX cards from your discard pile and boost active elemental power of this card by the same elemental power of the selected cards. Then, put them at the bottom of your deck.";"Select XXX cards from your discard pile and boost active elemental power of this card by the same elemental power of the selected cards. Then, put them at the bottom of your deck.";""
"Select XXX cards from your discard pile and put it into your hand. Then, discard YYY cards from your hand.";"Select XXX cards from your discard pile and put it into your hand. Then, discard YYY cards from your hand.";""
"Select XXX cards from your discard pile and put them into your hand.";"Select XXX cards from your discard pile and put them into your hand.";""
"Select XXX cards from your discard pile and put them on top of your deck in any order.";"Select XXX cards from your discard pile and put them on top of your deck in any order.";""
"Select XXX cards from your discard pile and put them on top of your deck. Then, shuffle your deck.";"Select XXX cards from your discard pile and put them on top of your deck. Then, shuffle your deck.";""
"Select XXX cards to discard.";"Select XXX cards to discard.";""
"Select XXXYYY card";"";""
"Select one of your opponent's Tetramon on the field, discard the top card.";"Select one of your opponent's Tetramon on the field, discard the top card.";""
"Select one of your opponent's Tetramon on the field, return it and all cards below it to your opponent's hand.";"Select one of your opponent's Tetramon on the field, return it and all cards below it to your opponent's hand.";""
"Select one of your opponent's Tetramon on the field, return it and all cards below it to your opponent's hand. If you have more than XXX cards in your discard pile, destroy it instead.";"Select one of your opponent's Tetramon on the field, return it and all cards below it to your opponent's hand. If you have more than XXX cards in your discard pile, destroy it instead.";""
"Select up to XXX card";"Select up to XXX card";""
"Select up to XXX card to discard.";"Select up to XXX card to discard.";""
"Select up to XXX cards";"Select up to XXX cards";""
"Select up to XXX cards to discard.";"Select up to XXX cards to discard.";""
"Select your target";"Select your target";""
"Sell";"Sell";""
"Sell 10 cards to customer";"Sell 10 cards to customer";""
"Sell All";"Sell All";""
"Sell Card";"Sell Card";""
"Sell Chance";"Sell Chance";""
"Sell Price";"Sell Price";""
"Sell XXX YYY";"Sell XXX YYY";""
"Selling Price";"Selling Price";""
"Send";"Send";""
"September";"September";""
"Set Fee";"Set Fee";""
"Set Game Format";"Set Game Format";""
"Set Price";"Set Price";""
"Set Shop Name";"Set Shop Name";""
"Set table number for the tournament players";"Set table number for the tournament players";""
"Set the item price higher than the market price to be profitable";"Set the item price higher than the market price to be profitable";""
"Setting";"Setting";""
"Settings";"Settings";""
"Setup";"Setup";""
"Share";"Share";""
"Sharfin";"Sharfin";""
"Shelf";"Shelf";""
"Shelf data not loaded correctly";"Shelf data not loaded correctly";""
"Shelf has no item on it";"Shelf has no item on it";""
"Shelf has no more space";"Shelf has no more space";""
"Shelf to store your personal items. Store up to 10 types of item. Each compartment has volume of 48.";"Shelf to store your personal items. Store up to 10 types of item. Each compartment has volume of 48.";""
"Shelf to store your personal items. Store up to 3 types of item. Each compartment has volume of 48.";"Shelf to store your personal items. Store up to 3 types of item. Each compartment has volume of 48.";""
"Shelf to store your personal items. Store up to 8 types of item. Each compartment has volume of 48.";"Shelf to store your personal items. Store up to 8 types of item. Each compartment has volume of 48.";""
"Shellow";"Shellow";""
"Shelves";"Shelves";""
"Shinny";"Shiny";""
"Shockwave";"Shockwave";""
"Shop";"Shop";""
"Shop A";"Shop A";""
"Shop B";"Shop B";""
"Shop Customization";"Shop Customization";""
"Shop Data";"Shop Data";""
"Shop Expansion";"Shop Expansion";""
"Shop Expansion 1";"Shop Expansion 1";""
"Shop Expansion 2";"Shop Expansion 2";""
"Shop Expansion 3";"Shop Expansion 3";""
"Shop Level";"Shop Level";""
"Shop Level Up";"Shop Level Up";""
"Shop Level XXX";"Shop Level XXX";""
"Shop Level XXX Required";"Shop Level XXX Required";""
"Shop Level:";"Shop Level:";""
"Shop Leveled Up";"Shop Leveled Up";""
"Shop Lot A";"Shop Lot A";""
"Shop Lot B";"Shop Lot B";""
"Shop Report";"Shop Report";""
"Shopping Cart";"Shopping Cart";""
"Should I also fill up shelf with no label?";"Should I also fill up shelf with no label?";""
"Should I fill up shelf with no label?";"Should I fill up shelf with no label?";""
"Show Hand";"Show Hand";""
"Show New Card";"Show New Card";""
"Shuffle your hand into your deck. Then, draw XXX cards from your deck.";"Shuffle your hand into your deck. Then, draw XXX cards from your deck.";""
"Shuffles your hand into your deck. Then, draw XXX cards from your deck.";"Shuffles your hand into your deck. Then, draw XXX cards from your deck.";""
"Shuriken Blade";"Shuriken Blade";""
"Silver Edition";"Silver Edition";""
"Silver Full Art";"Silver Full Art";""
"Silver Legacy";"Silver Legacy";""
"Singer";"Singer";""
"Single Sided Shelf";"Single Sided Shelf";""
"Size";"Size";""
"Skill";"Skill";""
"Skip";"Skip";""
"Skip All";"Skip All";""
"Skittish";"Skittish";""
"Skull";"Skull";""
"Slime";"Slime";""
"Slot 1";"Slot 1";""
"Slot 2";"Slot 2";""
"Slot 3";"Slot 3";""
"Slot Available";"Slot Available";""
"Slow";"Slow";""
"Sludgetox";"Sludgetox";""
"Sludglop";"Sludglop";""
"Small Cabinet";"Small Cabinet";""
"Small Card Display";"Small Card Display";""
"Small Metal Rack";"Small Metal Rack";""
"Small Metal Shelf";"Small Metal Shelf";""
"Small Personal Shelf";"Small Personal Shelf";""
"Small Rack";"Small Rack";""
"Small Shelf";"Small Shelf";""
"Small Table";"Small Table";""
"Small Warehouse Shelf";"Small Warehouse Shelf";""
"Snack Machine";"Snack Machine";""
"Snake";"Snake";""
"So close! One more turn and you might ve had me.";"So close! One more turn and you might’ve had me.";""
"So tempting, but I am broke.";"So tempting, but I am broke.";""
"Soldier";"Soldier";""
"Sonic Blaster";"Sonic Blaster";""
"Sort";"Sort";""
"Sort Album";"Sort Album";""
"Sort By";"Sort By";""
"Sound";"Sound";""
"Sound Effect";"Sound Effect";""
"Space";"Space";""
"Special Event";"Special Event";""
"Spectre";"Spectre";""
"Speed";"Speed";""
"Speed Up";"Speed Up";""
"Spend Limit";"Spend Limit";""
"Spike Ball";"Spike Ball";""
"Spiked Warhammer";"Spiked Warhammer";""
"Spirit";"Spirit";""
"Spray";"Spray";""
"Sprint";"Sprint";""
"Standard";"Standard";""
"Start";"Start";""
"Start Counter";"Start Counter";""
"Start Game";"Start Game";""
"Start Registration";"Start Registration";""
"Starving";"Starving";""
"Statue";"Statue";""
"Stock Boost";"Stock Boost";""
"Stock Order";"Stock Order";""
"Stock Scanner";"Stock Scanner";""
"Stone Lantern";"Stone Lantern";""
"Store Box";"Store Box";""
"Store Champion";"Store Champion";""
"Store Manager";"Store Manager";""
"Store Page";"Store Page";""
"Store or take empty packaging box here. Holds up to 200 empty packaging boxes.";"Store or take empty packaging box here. Holds up to 200 empty packaging boxes.";""
"Store the tournament's prize here. Store up to 8 cards and 8 types of item. Each compartment has volume of 32.";"Store the tournament's prize here. Store up to 8 cards and 8 types of item. Each compartment has volume of 32.";""
"Strength";"Strength";""
"Submission";"Submission";""
"Submit";"Submit";""
"Subtotal";"Subtotal";""
"Successfully complete 100 checkouts";"Successfully complete 100 checkouts";""
"Successfully complete 5 checkouts";"Successfully complete 5 checkouts";""
"Sunflork";"Sunflork";""
"Super Bundle";"Super Bundle";""
"Super Collector";"Super Collector";""
"Super Rare";"Super Rare";""
"Supply Cost";"Supply Cost";""
"Support";"Support";""
"Suspicious";"Suspicious";""
"Sweet victory, thanks man!";"Sweet victory, thanks man!";""
"Sweet! That'll cover my rent for the month!";"Sweet! That'll cover my rent for the month!";""
"Switch";"Switch";""
"Sword";"Sword";""
"System Gate #1";"System Gate #1";""
"System Gate 1";"System Gate #1";""
"System Gate 2";"System Gate #2";""
"TARGET";"Target";""
"TASK";"TASK";""
"TCG";"TCG";""
"TCG Price";"TCG Price";""
"Table";"Table";""
"Table Number";"Table Number";""
"Table Top";"Table Top";""
"Table layout here is confusing.";"Table layout here is confusing.";""
"Take Box";"Take Box";""
"Take Card";"Take Card";""
"Take Item";"Take Item";""
"Take Photo";"Take Photo";""
"Talonika";"Talonika";""
"Talonryu";"Talonryu";""
"Talontsu";"Talontsu";""
"Teacher";"Teacher";""
"Tempting, but I don't have enough money.";"Tempting, but I don't have enough money.";""
"Terminate";"Terminate";""
"Terms & Condition";"Terms & Condition";""
"Terradrakon";"Terradrakon";""
"Terrified";"Terrified";""
"Tetramon";"Tetramon";""
"Tetramon Ascension";"Tetramon Ascension";""
"Tetramon Base";"Tetramon Base";""
"Tetramon Card Collector";"Tetramon Card Collector";""
"Tetramon Destiny";"Tetramon Destiny";""
"Tetramon Destiny Bulk Box";"Tetramon Destiny Bulk Box";""
"Tetramon Duel Master";"Tetramon Duel Master";""
"Tetramon Ghost";"Tetramon Ghost";""
"Tetramon Shelf";"Tetramon Shelf";""
"Tetron";"Tetron";""
"Thank you!";"Thank you!";""
"Thanks boss! Time to level up my lifestyle.";"Thanks boss! Time to level up my lifestyle.";""
"That combo was sick, too bad it wasn't enough against my ultimate deck!";"That combo was sick, too bad it wasn't enough against my ultimate deck!";""
"That's fun! Here's a gift for playing with me!";"That's fun! Here's a gift for playing with me!";""
"That's it? I expected an actual challenge. Meh.";"That's it? I expected an actual challenge. Meh.";""
"The Champion";"The Champion";""
"The Plushies Are Real!?";"The Plushies Are Real!?";""
"The Real Authentication";"The Real Authentication";""
"The card has high value. Are you sure about throwing it away?";"The card has high value.
Are you sure about throwing it away?";""
"The door is blocked!!";"The door is blocked!!";""
"The game has already started";"The game has already started";""
"The next Play Effect will not trigger.";"The next Play Effect will not trigger.";""
"There are changes in the keybind setting. Would you like to apply the new keybind?";"There are changes in the keybind setting. Would you like to apply the new keybind?";""
"There are items in the box. Are you sure about throwing it away?";"There are items in the box. 
Are you sure about throwing it away?";""
"There's no one to play with";"There's no one to play with";""
"There's no prize for winning?";"There's no prize for winning?";""
"There's no prize on the shelf?";"There's no prize on the shelf?";""
"There's no table for me to play.";"There's no table for me to play.";""
"This card is way overpriced!";"This card is way overpriced!";""
"This cost XXX bucks!?";"This cost XXX bucks!?";""
"This is a scam!";"This is a scam!";""
"This is a steal, but I don't have enough money.";"This is a steal, but I don't have enough money.";""
"This is fine.";"This is fine.";""
"This is tempting!";"This is tempting!";""
"This is the cheapest I've seen, but I am broke.";"This is the cheapest I've seen, but I am broke.";""
"This is very tempting!";"This is very tempting!";""
"This machine only accept card packs";"This machine only accept card packs";""
"Thor Hammer";"Thor Hammer";""
"Threeze";"Threeze";""
"Thrifty";"Thrifty";""
"Throw";"Throw";""
"Throw anything in here to dispose of it.";"Throw anything in here to dispose of it.";""
"Thunder Twin Blade";"Thunder Twin Blade";""
"Thunderblade";"Thunderblade";""
"Timbro";"Timbro";""
"Time Left";"Time Left";""
"Time Remaining :";"Time Remaining :";""
"Time:";"Time:";""
"Tip";"Tip";""
"Today";"Today";""
"Too expensive to play...";"Too expensive to play...";""
"Too far to interact";"Too far to interact";""
"Too many boxes, clear some for new boxes to appear";"Too many boxes, clear some for new boxes to appear";""
"Too many items in cart";"Too many items in cart";""
"Too much change given";"Too much change given";""
"Tool Tip";"Tool Tip";""
"ToonZ Plushie";"ToonZ Plushie";""
"Top 8";"Top 8";""
"Top Player";"Top Player";""
"Toploader";"Toploader";""
"Tortugor";"Tortugor";""
"Total";"Total";""
"Total Amount Due :";"Total Amount Due : ";""
"Total Customer";"Total Customer";""
"Total Customer :";"Total Customer :";""
"Total Due";"Total Due";""
"Total Due :";"Total Due : ";""
"Total Earning";"Total Earning";""
"Total Item Sold";"Total Item Sold";""
"Total Shop Item :";"Total Shop Item :";""
"Total Value";"Total Value";""
"Total Visit";"Total Visit";""
"Total Wins";"Total Wins";""
"Total salary to be paid for all employee working in shop";"Total salary to be paid for all employee working in shop";""
"Tournament";"Tournament";""
"Tournament Hosting";"Tournament Hosting";""
"Tournament Match";"Tournament Match";""
"Tournament Prize Shelf";"Tournament Prize Shelf";""
"Tournament Prize Shelf required";"Tournament Prize Shelf required";""
"Tournament is in progress";"Tournament is in progress";""
"Tournament started but where is table XXX? Help!!";"Tournament started but where is table XXX? Help!!";""
"Tournament will start the next day once it's full";"Tournament will start the next day once it's full";""
"Tower Deckbox";"Tower Deckbox";""
"Toxigoop";"Toxigoop";""
"Toximuck";"Toximuck";""
"Toys and figurine might XXX price";"Toys and figurine might XXX price";""
"Trade";"Trade";""
"Trade Canceled";"Trade Canceled";""
"Trade Success";"Trade Success";""
"Trade Success!";"Trade Success!";""
"Trading";"Trading";""
"Trailer";"Trailer";""
"Trainer";"Trainer";""
"Trash";"Trash";""
"Trash Bin";"Trash Bin";""
"Traveller";"Traveller";""
"Tree Monster";"Tree Monster";""
"Tremor";"Tremor";""
"Trickstar";"Trickstar";""
"Trickstar Figurine";"Trickstar Figurine";""
"Trickstar Statue";"Trickstar Statue";""
"Trickstar Statue Upgrade";"Trickstar Statue Upgrade";""
"Trolley";"Trolley";""
"Trust";"Trust";""
"Trusting";"Trusting";""
"Try Again";"Try Again";""
"Turn Off";"Turn Off";""
"Turn On";"Turn On";""
"Twofrost";"Twofrost";""
"Type";"Type";""
"Type here...";"Type here...";""
"Ugh, I really hate losing.";"Ugh, I really hate losing.";""
"Ugh, the stench...";"Ugh, the stench...";""
"Ultimate Collector";"Ultimate Collector";""
"Ultimate Shopkeeper";"Ultimate Shopkeeper";""
"Ultra Rare";"Ultra Rare";""
"Uncommon";"Uncommon";""
"Underground Dark";"Underground Dark";""
"Underground Light";"Underground Light";""
"Undo";"Undo";""
"Ungraded";"Ungraded";""
"Unit";"Unit";""
"Unit Price";"Unit Price";""
"Unknown";"Unknown";""
"Unknown Error";"Unknown error";""
"Unlimited FPS";"Unlimited FPS";""
"Unlock";"Unlock";""
"Unlock All Shelves In Previous Room First";"Unlock All Shelves In Previous Room First";""
"Unlock Basic Card Box";"Unlock Basic Card Box";""
"Unlock Complete";"Unlock Complete";""
"Unlock Shop B";"Unlock Shop B";""
"Unlock YYY";"Unlock YYY";""
"Unlock previous shop expansion first";"Unlock previous shop expansion first";""
"Unlocked";"Unlocked";""
"Update";"Update";""
"Update Now";"Update Now";""
"Update Price By";"Update Price By";""
"Update Required";"Update Required";""
"Updates Available";"Updates Available";""
"Updating...";"Updating...";""
"Upgrade";"Upgrade";""
"Upgrade Cost";"Upgrade Cost";""
"Upgrading";"Upgrading";""
"Use";"Use";""
"Value";"Value";""
"ValueValue";"Value";""
"Vampicant";"Vampicant";""
"Vampicant Figurine";"Vampicant Figurine";""
"Vampicant Statue";"Vampicant Statue";""
"Vampire";"Vampire";""
"Very Fast";"Very Fast";""
"Very Slow";"Very Slow";""
"Victory";"Victory";""
"Victory is mine! Hahaha!!";"Victory is mine! Hahaha!!";""
"View";"View";""
"View Card";"View Card";""
"View Profile";"View Profile";""
"Vintage";"Vintage";""
"Vintage Card Table";"Vintage Card Table";""
"Viper";"Viper";""
"Visit Tetramon Discord server for more into.";"Visit Tetramon Discord server for more into.";""
"Vitality";"Vitality";""
"Voltrex";"Voltrex";""
"WINS";"WINS";""
"Wait for all card packs to be processed";"Wait for all card packs to be processed";""
"Wait for next round to begin";"Wait for next round to begin";""
"Wait, how do I get in!?";"Wait, how do I get in!?";""
"Wait, how do I get out!?";"Wait, how do I get out!?";""
"Wall";"Wall";""
"Wall Display Case";"Wall Display Case";""
"Wall YYY";"Wall YYY";""
"Warehouse Shelf";"Warehouse Shelf";""
"Warning";"Warning";""
"Water";"Water";""
"Water Battle Deck";"Water Battle Deck";""
"Water Cup";"Water Cup";""
"Water Destiny Deck";"Water Destiny Deck";""
"Water element deals XXX extra damage this turn";"Water element deals XXX extra damage this turn";""
"Water element deals double damage this turn";"Water element deals double damage this turn";""
"We Got Everything";"We Got Everything";""
"Well played, let's play again some other time.";"Well played, let's play again some other time.";""
"Werboo";"Werboo";""
"What a steal!";"What a steal!";""
"What am I playing for? There's no reward.";"What am I playing for? There's no reward.";""
"What is the task priority?";"What is the task priority?";""
"What's New";"What's New";""
"What's up boss?";"What's up boss?";""
"Where is XXX?";"Where is XXX?";""
"Where is table XXX!?";"Where is table XXX!?";""
"Where's my prize?";"Where's my prize?";""
"Where's the Tournament Prize Shelf?";"Where's the Tournament Prize Shelf?";""
"Whisker Workforce";"Whisker Workforce";""
"Whisker Workforce Pack";"Whisker Workforce Pack";""
"White";"White";""
"Why can't I get XXX in this shop!?";"Why can't I get XXX in this shop!?";""
"Wide Shelf";"Wide Shelf";""
"Win";"Win";""
"Win Condition";"Win Condition";""
"Wind";"Wind";""
"Wind Battle Deck";"Wind Battle Deck";""
"Wind Cup";"Wind Cup";""
"Wind Destiny Deck";"Wind Destiny Deck";""
"Wind element deals XXX extra damage this turn";"Wind element deals XXX extra damage this turn";""
"Wind element deals double damage this turn";"Wind element deals double damage this turn";""
"Wind element deals double damage this turn, but earth element deals no damage";"Wind element deals double damage this turn, but earth element deals no damage";""
"Wing Booster";"Wing Booster";""
"Wins";"Wins";""
"Wispo";"Wispo";""
"Witch";"Witch";""
"Wizard";"Wizard";""
"Wolf";"Wolf";""
"Wolgin";"Wolgin";""
"Woodworker";"Woodworker";""
"Workbench";"Workbench";""
"Worker Can Sell";"Worker Can Sell";""
"Workers level up their skills faster";"Workers level up their skills faster";""
"World Champion";"World Champion";""
"World Renowned";"World Renowned";""
"Would you like to quit game?";"Would you like to quit game?";""
"Wow so cheap!";"Wow so cheap!";""
"Wow thank you! I wasn't expecting this at all.";"Wow thank you! I wasn't expecting this at all.";""
"Wow this is the cheapest I've seen!";"Wow this is the cheapest I've seen!";""
"Wow, gotta take one of these.";"Wow, gotta take one of these.";""
"Wow, if only I have enough money.";"Wow, if only I have enough money.";""
"Wrong amount keyed in";"Wrong amount keyed in";""
"Wrong table number";"Wrong table number";""
"Wurmgle";"Wurmgle";""
"XXX Day";"XXX Day";""
"XXX Days";"XXX Days";""
"XXX Players";"XXX Players";""
"XXX Set YYY";"XXX Set YYY";""
"XXX Statue";"XXX Statue";""
"XXX bucks for this is fair.";"XXX bucks for this is fair.";""
"XXX customers visited the shop!";"XXX customers visited the shop!";""
"XXX is a little expensive, hmm...";"XXX is a little expensive, hmm...";""
"XXXth";"XXXth";""
"YES, I can eat like a king today. Thanks boss!";"YES, I can eat like a king today. Thanks boss!";""
"YOU LOSE";"YOU LOSE";""
"YOU WIN";"YOU WIN";""
"Yeah! Yoohooo!!";"Yeah! Yoohooo!!";""
"Yellow";"Yellow";""
"Yes";"Yes";""
"Yes, I Agree";"Yes, I Agree";""
"You Lose";"You Lose";""
"You Win!";"You Win!";""
"You earned that victory fair and square.";"You earned that victory fair and square.";""
"You fought well, I almost lost control of the match.";"You fought well, I almost lost control of the match.";""
"You fought well, good game!";"You fought well, good game!";""
"You get NOTHING!!";"You get NOTHING!!";""
"You lost before the match even started!";"You lost before the match even started!";""
"You may discard XXX card from your hand. If you do, boost active elemental power of this card by YYY this turn.";"You may discard XXX card from your hand. If you do, boost active elemental power of this card by YYY this turn.";""
"You may discard up to XXX cards, then draw that many cards from your deck.";"You may discard up to XXX cards, then draw that many cards from your deck.";""
"You may evolve Clawaken this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";"You may evolve Clawaken this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";""
"You may evolve Clawdos this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";"You may evolve Clawdos this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";""
"You may evolve Clawop this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";"You may evolve Clawop this turn if you have its evolution card. If you don't, search your deck for its evolution card, reveal it and put it into your hand. Then, shuffle your deck.";""
"You may evolve this card on the turn it is played.";"You may evolve this card on the turn it is played.";""
"You may search your deck for Clawop, Clawdos or Clawaken, reveal it and put it into your hand. Then, shuffle your deck.";"You may search your deck for Clawop, Clawdos or Clawaken, reveal it and put it into your hand. Then, shuffle your deck.";""
"You played well, but I played better hehehe.";"You played well, but I played better hehehe.";""
"You really made me work for that win.";"You really made me work for that win.";""
"Your Offer";"Your Offer";""
"Your opponent discard XXX card from their hand for each Guardian card you've taken.";"Your opponent discard XXX card from their hand for each Guardian card you've taken.";""
"Your strategy was solid, but luck was on my side today.";"Your strategy was solid, but luck was on my side today.";""
"Zoom In";"Zoom In";""
"Zoom Out";"Zoom Out";""
"Zoomies";"Zoomies";""
"ago";"ago";""
"d";"d";""
"day";"day";""
"days";"days";""
"decrease";"decrease";""
"h";"h";""
"hour";"hour";""
"hours";"hours";""
"hr";"/hr";""
"increase";"increase";""
"min";"min";""
"minute";"minute";""
"minutes";"minutes";""
"month";"month";""
"months";"months";""
"s";"s";""
"second";"second";""
"seconds";"seconds";""
"year";"year";""
"years";"years";""
"달리다";"Sprint";""
"I'm an enthusiastic gamer who loves TCG. I'm eager to bring my expertise and positive energy to your shop!";"I'm an enthusiastic gamer who loves TCG. I'm eager to bring my expertise and positive energy to your shop! <3";""
"Ascension Card Box";"Ascension Card Box";""
"Automatically clears bad odour in the nearby area. Never needs refilling.";"Automatically clears bad odour in the nearby area. Never needs refilling.";""
"Card Table Blue";"Card Table Blue";""
"Card Table Green";"Card Table Green";""
"Controls";"Controls";""
"EarlyAccessWarning";"Please be aware that the game is still in development. As such, you may experience bugs, crashes, or other technical issues. Additionally, some platform-specific features may not function as expected or may be temporarily disabled.

Certain game features are still being fine-tuned and might not work as intended. You may also encounter performance issues or crashes during gameplay.

We cannot guarantee your progress and saves data be carried over to the full version of the game.

Thank you for your participation and support!";""
"Infinite Scent Machine";"Infinite Scent Machine";""
"Inverted Camera Y";"Inverted Camera Y";""
"KeybindChangesConfirmation";"There are changes to the control settings. Would you like to apply the new controls?";""
"Nintendo_HDRumble";"HD Rumble";""
"Nintendo_HDRumble2";"HD Rumble 2";""
"Nintendo_PressAnyButton";"Press Any Button";""
"Nintendo_StickSensitivity";"Stick sensitivity";""
"Pack Machine M Blue";"Pack Opener Machine M Blue";""
"Pack Machine M Green";"Pack Opener Machine M Green";""
"Play Table Blue";"Play Table Blue";""
"Play Table Green";"Play Table Green";""
"Playstation_AdaptiveTrigger";"Adaptive Triggers";""
"Playstation_Controller";"Controller";""
"Playstation_Lightbar";"Light Bar";""
"Playstation_Speaker";"Speaker";""
"Playstation_Vibration";"Vibration Function";""
"PresAnyButton";"Press Any Button";""
"StickSensitivity_Common";"Stick sensitivity";""
"StickSensitivity_Playstation4";"Stick sensitivity";""
"StickSensitivity_Playstation5";"Stick sensitivity";""
"StickSensitivity_Switch";"Stick sensitivity";""
"This save slot requires an add-on that is no longer owned. Purchase the add-on to continue, or start a new game to play without it.";"This save slot requires an <nobr>add-on</nobr> that is no longer owned. Purchase the <nobr>add-on</nobr> to continue, or start a new game to play without it.";""
"Xbox_PressAnyButton";"Press Any Button";""
"Xbox_StickSensitivity";"Stick sensitivity";""
"Xbox_Vibration";"Vibration";""
"You received $20000 for purchasing the Deluxe Edition!";"You received $20000 for purchasing the Deluxe Edition!";""
"You received $5000 for pre-ordering the game!";"You received $5000 for pre-ordering the game!";""
"You received a Workbench for purchasing the Deluxe Edition!";"You received a Workbench for purchasing the Deluxe Edition!";""
"You received an Ascension Pack Box (64 packs) for purchasing the Deluxe Edition!";"You received an Ascension Pack Box (64 packs) for purchasing the Deluxe Edition!";""
"PS4/This save slot requires an add-on that is no longer owned. Purchase the add-on to continue, or start a new game to play without it.";"This save slot requires an <nobr>add-on</nobr> that is no longer owned. Purchase the <nobr>add-on</nobr> to continue, or start a new game to play without it.";""
